movie_key,month_key,rating_count,avg_rating,tag_count
288,199604,3,3.0,0
292,199604,2,3.0,0
293,199604,2,5.0,0
296,199604,3,4.3333,0
300,199604,1,4.0,0
303,199604,1,1.0,0
307,199604,1,5.0,0
308,199604,1,5.0,0
315,199604,1,3.0,0
316,199604,2,1.5,0
318,199604,3,4.3333,0
319,199604,1,4.0,0
329,199604,1,3.0,0
333,199604,1,5.0,0
337,199604,2,5.0,0
339,199604,3,3.0,0
344,199604,1,5.0,0
348,199604,1,5.0,0
349,199604,1,5.0,0
380,199604,2,4.0,0
413,199604,1,3.0,0
420,199604,1,2.0,0
434,199604,1,3.0,0
435,199604,1,2.0,0
468,199604,1,3.0,0
494,199604,1,3.0,0
555,199604,1,4.0,0
588,199604,2,4.0,0
590,199604,1,3.0,0
592,199604,2,3.5,0
595,199604,1,3.0,0
608,199604,1,5.0,0
673,199604,1,5.0,0
720,199604,1,5.0,0
1,199605,8,4.0,0
2,199605,4,4.25,0
5,199605,2,3.0,0
6,199605,3,3.6667,0
10,199605,3,4.0,0
11,199605,2,4.0,0
16,199605,2,4.5,0
17,199605,2,4.5,0
19,199605,5,2.8,0
21,199605,4,4.0,0
22,199605,2,4.0,0
25,199605,2,3.5,0
31,199605,1,4.0,0
32,199605,4,4.5,0
34,199605,5,4.2,0
39,199605,5,3.0,0
44,199605,3,2.6667,0
45,199605,1,5.0,0
47,199605,6,4.3333,0
48,199605,3,3.0,0
50,199605,3,5.0,0
58,199605,1,5.0,0
60,199605,4,4.0,0
62,199605,4,4.75,0
69,199605,1,3.0,0
70,199605,1,4.0,0
95,199605,3,4.3333,0
104,199605,3,3.0,0
105,199605,1,2.0,0
107,199605,1,4.0,0
110,199605,11,4.3636,0
111,199605,6,4.1667,0
112,199605,3,4.3333,0
145,199605,4,3.0,0
150,199605,10,4.0,0
151,199605,3,4.0,0
153,199605,10,3.2,0
158,199605,5,3.4,0
160,199605,5,2.8,0
161,199605,8,3.875,0
163,199605,4,3.0,0
165,199605,11,3.7273,0
168,199605,5,2.6,0
170,199605,2,3.5,0
172,199605,5,2.4,0
173,199605,7,3.1429,0
180,199605,1,4.0,0
185,199605,9,3.3333,0
186,199605,5,3.6,0
193,199605,3,2.3333,0
196,199605,4,2.5,0
198,199605,2,3.0,0
203,199605,2,4.0,0
204,199605,3,2.0,0
207,199605,1,5.0,0
208,199605,10,3.1,0
216,199605,4,3.25,0
223,199605,4,4.75,0
224,199605,3,3.3333,0
225,199605,5,4.0,0
227,199605,3,3.0,0
230,199605,1,5.0,0
231,199605,12,2.5833,0
235,199605,7,3.7143,0
236,199605,4,3.75,0
237,199605,4,3.75,0
246,199605,1,5.0,0
252,199605,4,4.25,0
253,199605,8,3.625,0
256,199605,4,3.0,0
261,199605,4,4.25,0
262,199605,1,4.0,0
265,199605,3,4.3333,0
266,199605,6,3.3333,0
272,199605,3,4.6667,0
273,199605,5,2.8,0
276,199605,4,3.0,0
277,199605,2,3.5,0
282,199605,1,5.0,0
288,199605,4,3.5,0
292,199605,10,3.3,0
293,199605,4,3.0,0
296,199605,11,3.9091,0
300,199605,9,3.5556,0
303,199605,2,3.5,0
307,199605,1,5.0,0
308,199605,1,5.0,0
315,199605,6,3.1667,0
316,199605,11,3.0,0
317,199605,7,3.2857,0
318,199605,8,4.25,0
319,199605,1,5.0,0
327,199605,4,4.0,0
329,199605,8,2.875,0
333,199605,4,4.25,0
337,199605,2,5.0,0
339,199605,8,3.625,0
342,199605,2,3.5,0
344,199605,12,3.0,0
348,199605,2,2.5,0
349,199605,9,3.5556,0
350,199605,5,4.0,0
353,199605,5,3.8,0
355,199605,4,2.75,0
356,199605,3,4.6667,0
357,199605,2,2.5,0
362,199605,2,3.5,0
364,199605,6,4.1667,0
367,199605,8,3.625,0
368,199605,2,3.5,0
370,199605,3,2.3333,0
371,199605,3,4.0,0
374,199605,1,3.0,0
376,199605,3,3.3333,0
377,199605,2,4.5,0
380,199605,12,3.25,0
383,199605,1,3.0,0
410,199605,8,3.25,0
413,199605,4,2.75,0
419,199605,2,3.0,0
420,199605,5,2.6,0
431,199605,5,3.8,0
432,199605,8,3.0,0
434,199605,12,3.3333,0
435,199605,6,3.1667,0
440,199605,4,4.25,0
442,199605,6,3.3333,0
454,199605,7,3.7143,0
455,199605,1,3.0,0
457,199605,6,4.1667,0
466,199605,1,2.0,0
468,199605,1,5.0,0
471,199605,2,3.5,0
474,199605,2,4.0,0
480,199605,3,4.0,0
485,199605,2,3.0,0
497,199605,1,4.0,0
500,199605,3,3.6667,0
508,199605,1,4.0,0
509,199605,4,3.5,0
515,199605,1,3.0,0
519,199605,1,1.0,0
520,199605,1,3.0,0
527,199605,2,5.0,0
531,199605,1,4.0,0
539,199605,2,3.5,0
551,199605,4,3.25,0
552,199605,3,2.6667,0
553,199605,5,4.0,0
555,199605,2,4.0,0
585,199605,5,2.6,0
586,199605,1,4.0,0
587,199605,1,4.0,0
588,199605,10,3.3,0
589,199605,3,4.0,0
590,199605,11,4.0909,0
592,199605,12,3.5,0
593,199605,7,4.2857,0
594,199605,1,4.0,0
595,199605,12,3.5833,0
596,199605,1,4.0,0
597,199605,1,3.0,0
610,199605,2,4.5,0
616,199605,2,3.0,0
637,199605,3,4.0,0
708,199605,1,3.0,0
720,199605,1,5.0,0
724,199605,1,3.0,0
736,199605,1,4.0,0
1,199606,8,4.25,0
2,199606,2,4.0,0
6,199606,1,3.0,0
7,199606,4,3.5,0
10,199606,10,3.7,0
11,199606,5,4.0,0
16,199606,1,3.0,0
17,199606,1,4.0,0
19,199606,4,2.75,0
21,199606,6,3.8333,0
22,199606,4,3.5,0
25,199606,2,3.5,0
31,199606,2,3.5,0
32,199606,5,4.4,0
34,199606,5,4.0,0
39,199606,7,2.8571,0
44,199606,1,3.0,0
45,199606,1,3.0,0
47,199606,10,3.9,0
48,199606,2,4.5,0
50,199606,4,4.0,0
52,199606,1,2.0,0
60,199606,2,4.0,0
62,199606,1,5.0,0
69,199606,1,4.0,0
95,199606,4,3.25,0
105,199606,3,3.6667,0
107,199606,1,3.0,0
110,199606,9,4.4444,0
111,199606,4,4.0,0
141,199606,1,3.0,0
145,199606,1,4.0,0
150,199606,11,4.0909,0
151,199606,2,3.5,0
153,199606,11,2.9091,0
158,199606,4,3.5,0
160,199606,6,3.6667,0
161,199606,11,3.8182,0
163,199606,3,2.6667,0
165,199606,9,3.3333,0
170,199606,1,3.0,0
172,199606,3,2.3333,0
173,199606,5,3.4,0
180,199606,2,3.0,0
185,199606,9,3.4444,0
186,199606,2,4.0,0
193,199606,2,2.0,0
196,199606,5,3.2,0
198,199606,1,4.0,0
203,199606,3,3.6667,0
204,199606,3,3.0,0
208,199606,7,3.2857,0
215,199606,1,4.0,0
216,199606,1,3.0,0
223,199606,3,4.6667,0
224,199606,6,3.5,0
225,199606,7,4.0,0
227,199606,3,2.6667,0
230,199606,2,3.5,0
231,199606,9,3.1111,0
235,199606,3,3.3333,0
236,199606,8,3.375,0
237,199606,3,3.6667,0
246,199606,2,5.0,0
252,199606,5,3.6,0
253,199606,9,3.4444,0
256,199606,2,3.5,0
261,199606,3,4.3333,0
265,199606,2,3.0,0
266,199606,8,3.5,0
272,199606,3,2.6667,0
273,199606,1,4.0,0
276,199606,3,3.0,0
277,199606,3,3.0,0
282,199606,6,4.0,0
288,199606,9,2.5556,0
292,199606,7,4.0,0
293,199606,3,3.0,0
296,199606,13,3.6154,0
300,199606,6,3.5,0
303,199606,1,3.0,0
315,199606,5,3.8,0
316,199606,9,3.5556,0
317,199606,5,3.4,0
318,199606,11,4.2727,0
327,199606,2,1.0,0
329,199606,10,3.4,0
333,199606,1,3.0,0
337,199606,7,4.0,0
339,199606,7,3.8571,0
344,199606,12,3.25,0
345,199606,2,4.0,0
348,199606,1,2.0,0
349,199606,12,3.8333,0
350,199606,6,3.6667,0
353,199606,2,2.5,0
355,199606,1,3.0,0
356,199606,11,4.7273,0
357,199606,6,4.0,0
362,199606,2,5.0,0
364,199606,10,4.3,0
367,199606,10,2.9,0
368,199606,5,3.2,0
370,199606,2,3.0,0
371,199606,2,3.5,0
372,199606,2,2.5,0
376,199606,4,4.0,0
377,199606,8,3.5,0
380,199606,12,3.8333,0
383,199606,3,2.6667,0
410,199606,8,3.125,0
413,199606,1,1.0,0
419,199606,1,2.0,0
420,199606,3,3.3333,0
431,199606,1,3.0,0
432,199606,5,3.4,0
434,199606,13,3.1538,0
435,199606,3,3.3333,0
440,199606,6,3.5,0
442,199606,4,3.25,0
454,199606,9,4.0,0
455,199606,2,3.0,0
457,199606,11,4.2727,0
466,199606,1,4.0,0
468,199606,1,3.0,0
471,199606,3,4.0,0
474,199606,6,3.8333,0
480,199606,12,4.0833,0
485,199606,2,3.0,0
497,199606,4,4.5,0
500,199606,8,3.625,0
508,199606,4,4.5,0
509,199606,3,3.3333,0
515,199606,1,2.0,0
519,199606,1,1.0,0
520,199606,2,3.0,0
524,199606,4,3.5,0
527,199606,4,4.25,0
529,199606,2,3.5,0
531,199606,2,3.5,0
539,199606,9,3.7778,0
546,199606,1,1.0,0
551,199606,4,3.25,0
552,199606,6,2.8333,0
553,199606,6,4.0,0
555,199606,1,3.0,0
585,199606,2,3.0,0
586,199606,8,2.875,0
587,199606,6,3.6667,0
588,199606,10,4.1,0
589,199606,10,4.3,0
590,199606,13,3.9231,0
592,199606,13,3.0,0
593,199606,14,4.2857,0
594,199606,4,3.75,0
595,199606,9,4.0,0
596,199606,1,5.0,0
597,199606,7,3.2857,0
608,199606,2,3.0,0
610,199606,3,3.0,0
616,199606,1,3.0,0
648,199606,3,4.3333,0
653,199606,1,3.0,0
661,199606,2,3.0,0
707,199606,1,3.0,0
708,199606,1,3.0,0
720,199606,1,5.0,0
733,199606,2,4.0,0
736,199606,2,4.5,0
745,199606,1,5.0,0
783,199606,1,4.0,0
784,199606,1,1.0,0
786,199606,1,4.0,0
1,199607,1,5.0,0
2,199607,2,4.5,0
5,199607,1,3.0,0
6,199607,1,3.0,0
10,199607,6,3.6667,0
11,199607,2,4.0,0
16,199607,1,5.0,0
17,199607,2,4.5,0
19,199607,2,3.5,0
21,199607,3,3.3333,0
24,199607,1,4.0,0
31,199607,2,4.0,0
32,199607,1,4.0,0
34,199607,4,4.0,0
36,199607,4,4.0,0
39,199607,1,4.0,0
44,199607,3,4.0,0
45,199607,2,3.0,0
47,199607,2,3.5,0
48,199607,2,3.5,0
50,199607,2,3.5,0
62,199607,6,4.1667,0
95,199607,1,3.0,0
105,199607,1,3.0,0
110,199607,6,4.3333,0
111,199607,1,3.0,0
112,199607,2,4.0,0
141,199607,3,3.6667,0
145,199607,4,3.75,0
150,199607,7,4.1429,0
151,199607,2,3.0,0
153,199607,6,3.5,0
158,199607,1,4.0,0
160,199607,2,2.5,0
161,199607,5,4.4,0
163,199607,1,5.0,0
165,199607,8,3.75,0
168,199607,2,3.5,0
172,199607,2,4.0,0
173,199607,2,3.0,0
185,199607,5,3.8,0
193,199607,2,4.0,0
196,199607,2,3.0,0
198,199607,1,5.0,0
204,199607,2,3.0,0
207,199607,1,3.0,0
208,199607,4,2.75,0
215,199607,1,3.0,0
224,199607,2,3.5,0
225,199607,6,3.3333,0
227,199607,2,4.0,0
231,199607,2,2.0,0
236,199607,3,3.6667,0
237,199607,1,4.0,0
252,199607,1,3.0,0
253,199607,5,3.0,0
261,199607,3,4.0,0
265,199607,2,3.5,0
266,199607,4,4.0,0
272,199607,3,4.0,0
273,199607,1,3.0,0
276,199607,1,3.0,0
277,199607,4,3.75,0
282,199607,2,3.5,0
288,199607,4,3.5,0
292,199607,5,3.6,0
293,199607,2,4.5,0
296,199607,6,4.0,0
300,199607,5,3.2,0
303,199607,2,4.0,0
315,199607,4,3.0,0
316,199607,5,3.2,0
317,199607,2,3.5,0
318,199607,6,4.6667,0
329,199607,5,3.6,0
333,199607,1,3.0,0
337,199607,2,3.0,0
339,199607,5,3.6,0
342,199607,1,4.0,0
344,199607,6,3.0,0
345,199607,2,3.5,0
348,199607,1,3.0,0
349,199607,7,4.0,0
350,199607,3,3.6667,0
353,199607,4,4.25,0
355,199607,1,3.0,0
356,199607,9,4.3333,0
357,199607,4,3.75,0
362,199607,1,5.0,0
364,199607,5,3.8,0
367,199607,5,3.4,0
368,199607,3,3.6667,0
370,199607,1,4.0,0
371,199607,1,3.0,0
374,199607,1,3.0,0
376,199607,2,3.0,0
377,199607,6,3.8333,0
380,199607,8,3.75,0
383,199607,1,5.0,0
410,199607,3,3.3333,0
419,199607,1,3.0,0
420,199607,4,3.25,0
432,199607,2,3.0,0
434,199607,8,3.375,0
435,199607,3,2.6667,0
440,199607,3,3.6667,0
442,199607,5,3.6,0
454,199607,6,3.5,0
457,199607,7,4.2857,0
466,199607,2,4.5,0
474,199607,3,3.6667,0
475,199607,1,4.0,0
480,199607,5,3.8,0
485,199607,2,3.0,0
500,199607,5,3.8,0
508,199607,4,3.75,0
509,199607,5,4.0,0
515,199607,2,4.0,0
519,199607,1,4.0,0
520,199607,3,3.3333,0
527,199607,5,4.2,0
531,199607,1,5.0,0
539,199607,4,4.25,0
551,199607,2,2.0,0
552,199607,1,5.0,0
553,199607,3,4.0,0
555,199607,1,3.0,0
586,199607,4,3.0,0
587,199607,7,3.7143,0
588,199607,7,4.0,0
589,199607,5,4.2,0
590,199607,7,3.8571,0
592,199607,8,3.5,0
593,199607,7,4.4286,0
594,199607,2,3.5,0
595,199607,4,3.75,0
597,199607,6,3.5,0
608,199607,1,5.0,0
610,199607,1,4.0,0
647,199607,1,5.0,0
648,199607,3,4.3333,0
733,199607,1,5.0,0
736,199607,2,4.5,0
780,199607,2,4.0,0
783,199607,1,4.0,0
788,199607,1,3.0,0
802,199607,1,5.0,0
2,199608,4,3.5,0
3,199608,2,4.0,0
5,199608,1,3.0,0
6,199608,5,3.8,0
7,199608,2,3.5,0
10,199608,10,3.0,0
11,199608,5,4.0,0
16,199608,3,3.6667,0
17,199608,2,3.0,0
18,199608,1,3.0,0
19,199608,2,2.5,0
21,199608,9,3.4444,0
22,199608,2,3.0,0
25,199608,5,4.0,0
29,199608,1,2.0,0
31,199608,1,3.0,0
32,199608,7,3.8571,0
34,199608,11,3.7273,0
36,199608,6,3.8333,0
39,199608,9,3.3333,0
44,199608,1,4.0,0
45,199608,2,4.0,0
47,199608,12,3.75,0
48,199608,5,2.6,0
50,199608,9,4.6667,0
52,199608,2,3.0,0
60,199608,1,3.0,0
62,199608,4,4.5,0
95,199608,5,3.0,0
104,199608,1,5.0,0
105,199608,1,3.0,0
110,199608,15,4.5333,0
112,199608,1,5.0,0
135,199608,2,3.0,0
141,199608,3,3.3333,0
150,199608,15,3.9333,0
151,199608,4,4.5,0
153,199608,12,3.1667,0
158,199608,2,3.0,0
160,199608,3,3.6667,0
161,199608,12,4.1667,0
163,199608,5,2.8,0
165,199608,10,3.7,0
168,199608,5,3.8,0
170,199608,1,3.0,0
172,199608,2,3.5,0
173,199608,4,3.25,0
175,199608,2,4.5,0
185,199608,8,3.125,0
186,199608,2,3.5,0
193,199608,3,1.6667,0
198,199608,4,2.75,0
203,199608,2,3.0,0
204,199608,2,3.0,0
207,199608,1,3.0,0
208,199608,12,2.75,0
215,199608,1,3.0,0
216,199608,2,3.5,0
223,199608,4,4.25,0
224,199608,4,3.25,0
225,199608,7,3.5714,0
230,199608,3,3.6667,0
231,199608,10,3.2,0
235,199608,5,3.6,0
236,199608,1,3.0,0
237,199608,1,3.0,0
246,199608,4,3.75,0
252,199608,4,2.75,0
253,199608,9,3.3333,0
256,199608,2,3.0,0
260,199608,2,4.5,0
262,199608,1,4.0,0
265,199608,2,3.0,0
266,199608,7,3.2857,0
272,199608,2,4.0,0
273,199608,3,3.3333,0
277,199608,1,3.0,0
282,199608,4,3.0,0
288,199608,7,3.5714,0
292,199608,11,3.1818,0
293,199608,2,4.0,0
296,199608,15,4.0,0
300,199608,9,3.8889,0
315,199608,3,2.6667,0
316,199608,10,2.8,0
317,199608,6,3.3333,0
318,199608,14,4.7143,0
319,199608,1,3.0,0
327,199608,1,2.0,0
329,199608,8,3.375,0
333,199608,2,4.5,0
337,199608,4,3.75,0
339,199608,10,3.4,0
342,199608,1,3.0,0
344,199608,12,2.5,0
348,199608,3,3.3333,0
349,199608,11,3.6364,0
350,199608,6,3.1667,0
353,199608,2,4.0,0
355,199608,5,2.8,0
356,199608,17,4.1176,0
357,199608,6,4.3333,0
362,199608,1,3.0,0
364,199608,12,3.75,0
367,199608,11,3.0909,0
368,199608,6,3.1667,0
370,199608,3,3.0,0
371,199608,2,3.0,0
374,199608,1,3.0,0
376,199608,2,3.5,0
377,199608,14,3.9286,0
380,199608,15,3.4667,0
383,199608,2,3.5,0
410,199608,10,2.8,0
420,199608,4,2.75,0
431,199608,2,3.0,0
432,199608,4,2.0,0
434,199608,10,3.1,0
435,199608,2,2.0,0
440,199608,8,3.25,0
442,199608,4,3.0,0
454,199608,15,3.4,0
455,199608,1,1.0,0
457,199608,17,4.1176,0
466,199608,2,3.0,0
468,199608,1,3.0,0
471,199608,2,4.5,0
474,199608,6,4.0,0
475,199608,1,5.0,0
480,199608,17,3.5882,0
485,199608,4,2.5,0
494,199608,2,4.5,0
497,199608,2,4.5,0
500,199608,11,3.2727,0
508,199608,4,3.5,0
509,199608,5,2.2,0
515,199608,2,4.0,0
519,199608,1,4.0,0
520,199608,2,3.5,0
524,199608,1,3.0,0
527,199608,10,4.4,0
529,199608,1,3.0,0
539,199608,7,3.1429,0
543,199608,1,3.0,0
546,199608,1,3.0,0
551,199608,4,3.5,0
552,199608,3,3.6667,0
553,199608,6,3.8333,0
555,199608,4,3.25,0
585,199608,3,3.3333,0
586,199608,10,2.7,0
587,199608,6,3.3333,0
588,199608,11,3.2727,0
589,199608,13,3.7692,0
590,199608,15,3.4667,0
592,199608,15,3.2,0
593,199608,15,4.0667,0
594,199608,3,3.6667,0
595,199608,8,3.5,0
596,199608,1,3.0,0
597,199608,8,3.25,0
608,199608,2,5.0,0
616,199608,1,3.0,0
647,199608,1,3.0,0
648,199608,6,4.3333,0
653,199608,1,3.0,0
708,199608,1,3.0,0
733,199608,5,4.2,0
736,199608,4,3.5,0
743,199608,1,3.0,0
778,199608,2,4.5,0
780,199608,6,4.0,0
786,199608,2,3.5,0
788,199608,1,3.0,0
802,199608,2,3.5,0
805,199608,2,3.5,0
852,199608,1,3.0,0
1015,199608,1,3.0,0
1020,199608,1,3.0,0
1021,199608,1,3.0,0
1022,199608,1,3.0,0
1025,199608,1,3.0,0
1027,199608,2,3.0,0
1032,199608,2,2.0,0
1033,199608,1,3.0,0
2,199609,3,4.0,0
3,199609,1,3.0,0
5,199609,1,3.0,0
6,199609,2,3.0,0
10,199609,4,3.0,0
11,199609,3,3.6667,0
16,199609,2,3.5,0
17,199609,3,3.3333,0
19,199609,2,2.5,0
21,199609,4,3.25,0
22,199609,1,3.0,0
24,199609,1,4.0,0
25,199609,2,2.5,0
32,199609,4,4.0,0
34,199609,3,4.3333,0
39,199609,3,2.3333,0
44,199609,2,1.5,0
45,199609,2,3.0,0
47,199609,4,3.25,0
50,199609,3,3.3333,0
95,199609,2,3.5,0
104,199609,1,2.0,0
110,199609,4,3.5,0
112,199609,1,4.0,0
141,199609,3,4.0,0
150,199609,6,3.6667,0
151,199609,1,4.0,0
153,199609,6,2.5,0
158,199609,1,3.0,0
160,199609,4,3.25,0
161,199609,4,3.25,0
163,199609,1,4.0,0
165,199609,4,3.0,0
168,199609,1,1.0,0
172,199609,2,2.0,0
173,199609,1,2.0,0
185,199609,3,1.6667,0
186,199609,2,3.5,0
196,199609,1,2.0,0
198,199609,1,2.0,0
204,199609,1,1.0,0
208,199609,5,2.4,0
223,199609,3,3.3333,0
224,199609,1,4.0,0
225,199609,2,3.5,0
231,199609,3,2.3333,0
235,199609,1,3.0,0
236,199609,1,3.0,0
237,199609,2,3.0,0
247,199609,1,3.0,0
252,199609,1,4.0,0
253,199609,5,2.4,0
256,199609,2,3.5,0
265,199609,1,4.0,0
266,199609,2,2.5,0
273,199609,1,1.0,0
276,199609,1,3.0,0
282,199609,2,2.5,0
288,199609,5,2.4,0
292,199609,5,3.0,0
293,199609,1,3.0,0
296,199609,5,3.4,0
300,199609,4,3.0,0
303,199609,1,4.0,0
316,199609,5,3.6,0
317,199609,3,3.6667,0
318,199609,3,4.0,0
319,199609,1,3.0,0
329,199609,5,3.4,0
333,199609,1,3.0,0
337,199609,2,4.0,0
339,199609,3,3.3333,0
342,199609,1,3.0,0
344,199609,2,3.0,0
349,199609,5,2.8,0
350,199609,3,3.3333,0
355,199609,1,3.0,0
356,199609,6,4.1667,0
357,199609,3,3.3333,0
364,199609,3,3.6667,0
367,199609,5,2.8,0
368,199609,1,3.0,0
371,199609,1,3.0,0
377,199609,7,3.0,0
380,199609,6,3.0,0
383,199609,1,4.0,0
410,199609,4,3.0,0
420,199609,1,3.0,0
432,199609,1,3.0,0
434,199609,3,2.3333,0
435,199609,1,1.0,0
440,199609,3,3.3333,0
442,199609,2,3.0,0
454,199609,4,3.75,0
457,199609,6,3.6667,0
466,199609,1,3.0,0
471,199609,1,4.0,0
474,199609,3,3.3333,0
480,199609,7,3.5714,0
485,199609,1,2.0,0
494,199609,1,2.0,0
497,199609,1,4.0,0
500,199609,5,3.4,0
508,199609,1,5.0,0
509,199609,2,3.0,0
520,199609,1,1.0,0
524,199609,1,3.0,0
527,199609,3,4.6667,0
529,199609,1,3.0,0
539,199609,5,3.2,0
551,199609,1,3.0,0
555,199609,2,3.0,0
585,199609,2,3.0,0
586,199609,6,3.0,0
587,199609,5,3.4,0
588,199609,5,3.2,0
589,199609,6,3.5,0
590,199609,5,3.4,0
592,199609,7,3.0,0
593,199609,6,3.8333,0
594,199609,1,4.0,0
595,199609,3,3.3333,0
596,199609,1,3.0,0
597,199609,5,3.0,0
608,199609,1,4.0,0
610,199609,2,3.0,0
648,199609,3,3.3333,0
707,199609,1,3.0,0
733,199609,3,3.0,0
736,199609,1,4.0,0
780,199609,4,3.0,0
786,199609,1,3.0,0
802,199609,1,5.0,0
852,199609,1,3.0,0
1022,199609,1,3.0,0
1028,199609,1,3.0,0
1029,199609,1,3.0,0
1031,199609,1,3.0,0
1032,199609,1,3.0,0
1035,199609,1,3.0,0
1036,199609,2,3.0,0
1079,199609,1,4.0,0
1080,199609,1,4.0,0
2,199610,5,3.6,0
3,199610,3,4.3333,0
5,199610,5,3.4,0
6,199610,4,3.25,0
7,199610,4,3.75,0
10,199610,7,2.8571,0
11,199610,4,4.0,0
16,199610,3,3.3333,0
17,199610,3,3.3333,0
18,199610,1,5.0,0
19,199610,4,2.25,0
21,199610,6,3.1667,0
22,199610,2,4.0,0
24,199610,2,3.5,0
25,199610,3,2.0,0
31,199610,3,3.0,0
32,199610,6,3.8333,0
34,199610,6,4.0,0
36,199610,4,3.75,0
39,199610,4,3.25,0
44,199610,1,2.0,0
45,199610,3,3.0,0
47,199610,6,3.8333,0
48,199610,3,3.0,0
50,199610,4,3.25,0
52,199610,1,3.0,0
60,199610,2,3.5,0
62,199610,5,4.0,0
65,199610,1,3.0,0
95,199610,3,4.3333,0
104,199610,2,3.5,0
105,199610,2,3.0,0
107,199610,1,3.0,0
110,199610,7,4.1429,0
112,199610,4,3.25,0
135,199610,3,2.6667,0
141,199610,4,4.0,0
145,199610,3,3.0,0
150,199610,8,3.875,0
151,199610,3,3.3333,0
153,199610,8,3.25,0
158,199610,2,3.5,0
160,199610,3,3.3333,0
161,199610,7,3.4286,0
163,199610,2,2.5,0
165,199610,9,3.4444,0
168,199610,4,3.5,0
170,199610,2,3.0,0
172,199610,2,2.0,0
173,199610,1,3.0,0
180,199610,1,2.0,0
185,199610,6,3.5,0
186,199610,4,3.0,0
193,199610,1,2.0,0
196,199610,3,2.6667,0
204,199610,3,2.6667,0
207,199610,3,4.3333,0
208,199610,4,2.25,0
216,199610,1,4.0,0
224,199610,2,3.5,0
225,199610,4,4.0,0
227,199610,2,3.0,0
230,199610,3,3.6667,0
231,199610,6,2.5,0
235,199610,1,3.0,0
236,199610,4,3.75,0
237,199610,3,3.6667,0
252,199610,3,4.0,0
253,199610,4,2.75,0
256,199610,2,3.0,0
261,199610,3,3.3333,0
262,199610,2,4.0,0
265,199610,2,4.0,0
266,199610,3,3.6667,0
272,199610,1,4.0,0
273,199610,3,3.0,0
276,199610,1,4.0,0
277,199610,3,4.3333,0
282,199610,2,3.0,0
288,199610,4,2.0,0
292,199610,6,3.8333,0
293,199610,3,3.0,0
296,199610,9,3.2222,0
300,199610,4,3.25,0
303,199610,2,2.0,0
315,199610,2,3.5,0
316,199610,8,3.5,0
317,199610,4,3.25,0
318,199610,7,4.4286,0
327,199610,2,2.5,0
329,199610,7,3.5714,0
333,199610,3,3.3333,0
337,199610,1,5.0,0
339,199610,6,3.8333,0
342,199610,2,3.0,0
344,199610,9,2.6667,0
348,199610,1,3.0,0
349,199610,7,4.0,0
350,199610,5,3.8,0
353,199610,3,3.0,0
355,199610,3,3.0,0
356,199610,9,4.1111,0
